"permit_number","streetname","Cross Street 1","Cross Street 2","Permit Type","Agent","AgentPhone","Permit Purpose","Approved Date","Status","cnn","permit_zipcode","permit_start_date","permit_end_date","permit_address","24/7 Contact","Inspector","CurbRampWork","X","Y","Latitude","Longitude","bpa","Location","the_geom","analysis_neighborhood","supervisor_district","data_as_of","data_loaded_at"
"16WR-0213","BATTERY ST","PACIFIC AVE","BROADWAY","Wireless","AT&T Mobility","510-206-1674",,"12/02/2016","APPROVED","2762000","94111","12/02/2016","09/30/2027","724 BATTERY ST","Refer to Agent (925) 549-9671",,,"6012506.57121","2118633.11902","37.79806657028","-122.4007879987",,"POINT (-122.40078799869738 37.798066570279374)","POINT (-122.400787999 37.79806657)","Financial District/South Beach","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-02284","FRANKLIN ST","WASHINGTON ST","JACKSON ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-726 Various Locations Sewer Replacement No. 15","05/15/2025","APPROVED","5829000","94109","11/30/2024","02/15/2026",,"415-799-7043","Abdul Ahmadi",,"6005590.40691","2117032.57846","37.79328370461","-122.42460604727",,"POINT (-122.42460604727114 37.79328370461461)","POINT (-122.424606047 37.793283705)","Pacific Heights","2","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"03IE-633","GRAFTON AVE","PLYMOUTH AVE","GRANADA AVE","StrtImprov","May Tang","(415) 584-3388","Repair sidewalk as necessary; raise unpermitted driveway and curb to sidewalk level for NTR #25588 as directed by the BSM inspector. STREET SPACE INCLUDED only for Plymouth Street only (100 LF).","08/22/2003","ACTIVE","6359000","94112",,,"301 GRAFTON AVE",,"Cheryl Duperrault",,"5995879.94305","2090515.17066","37.71992044538","-122.45628647151",,"POINT (-122.45628647151152 37.71992044538445)","POINT (-122.456286472 37.719920445)","Oceanview/Merced/Ingleside","11","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-00238","04TH ST","CLEMENTINA ST","FOLSOM ST","Excavation","Mitchell Engineering. Inc.","415-227-1040","(2955J) PW Folsom Streetscape Project, 0000004297","03/22/2024","APPROVED","255000","94103","04/01/2024","11/06/2026",,"SFPUC PW Inspector Daniel Brugmann (415) 919-8065. Mitchell Engineering PM, Diana Orozco (415)-535-9674. Mitchell Engineering 24/7 (415) 523 - 7320","Brandon Chan",,"6012204.61441","2112874.70928","37.78223849141","-122.40142796046",,"POINT (-122.40142796045652 37.78223849141432)","POINT (-122.40142796 37.782238491)","South of Market","6","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"23EXC-02930","HAMPSHIRE ST","17TH ST","MARIPOSA ST","Excavation","JMB Construction, Inc.","4158102853","8- And 12-Inch Ductile Iron Water Main Replacement, 16-Inch Earthquake Resistant Ductile Iron Water Main Installation, Sewer Replacement, and Pavement Renovation, from Mariposa Street to Cesar Chavez on York and Hampshire Streets","08/15/2023","APPROVED","6649000","94110","08/18/2023","01/11/2026",,"(415) 740-0287","Timothy Nguyen",,"6010063.6473","2106193.76117","37.76377446978","-122.40836339985",,"POINT (-122.40836339984789 37.763774469776706)","POINT (-122.4083634 37.76377447)","Mission","9","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24MFF-00063","MISSOURI ST","20TH ST","SIERRA ST","FoodFac","Natan's Catering","415-244-3845",,"12/16/2024","APPROVED","9212000","94107","12/16/2024","11/15/2025",,"Natan Rozenfeld: 415-244-3845",,,"6013553.763","2104443.447","37.75916332851","-122.39616939731",,"POINT (-122.39616939730564 37.75916332850642)","POINT (-122.396169397 37.759163329)","Potrero Hill","10","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"23EXC-02930","24TH ST","HAMPSHIRE ST","YORK ST","Excavation","JMB Construction, Inc.","4158102853","8- And 12-Inch Ductile Iron Water Main Replacement, 16-Inch Earthquake Resistant Ductile Iron Water Main Installation, Sewer Replacement, and Pavement Renovation, from Mariposa Street to Cesar Chavez on York and Hampshire Streets","08/15/2023","APPROVED","1331000","94110","08/18/2023","01/11/2026",,"(415) 740-0287","Timothy Nguyen",,"6010162.92756","2102223.83208","37.75287949518","-122.40774007524",,"POINT (-122.40774007523957 37.752879495182206)","POINT (-122.407740075 37.752879495)","Mission","9","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"23EXC-02930","20TH ST","BRYANT ST",,"Excavation","JMB Construction, Inc.","4158102853","8- And 12-Inch Ductile Iron Water Main Replacement, 16-Inch Earthquake Resistant Ductile Iron Water Main Installation, Sewer Replacement, and Pavement Renovation, from Mariposa Street to Cesar Chavez on York and Hampshire Streets","08/15/2023","APPROVED","24008000","0","08/18/2023","01/11/2026",,"(415) 740-0287","Timothy Nguyen",,"6009623.06485","2104534.55938","37.75919399679","-122.40977012139",,"POINT (-122.40977012139045 37.75919399679047)","POINT (-122.409770121 37.759193997)","Mission","9","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-04874","POWELL ST","ELLIS ST","OFARRELL ST","Excavation","Bay Area Lightworks","415-822-2336","Powell Street Safety Project, Sourcing Event ID No. 0000008257","12/23/2024","APPROVED","10676000","94102","01/06/2025","05/31/2026",,"415-822-2336","Jesse Blea",,"6010349.35834","2114264.40349","37.78595057323","-122.4079443777",,"POINT (-122.40794437769665 37.78595057323072)","POINT (-122.407944378 37.785950573)","Financial District/South Beach","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"25EXC-00254","GROVE ST","VAN NESS AVE",,"Excavation","R & S Construction Management Inc","(415) 746-9564","0000005629 Various Locations Pavement Renovation No.62 and Sewer Replacement","02/24/2025","APPROVED","24459000","0","03/03/2025","12/31/2026",,"415-746-9564",,,"6006842.4932","2111531.96601","37.77825100387","-122.4198832309",,"POINT (-122.41988323089724 37.77825100386525)","POINT (-122.419883231 37.778251004)","Hayes Valley","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-00647","ANZAVISTA AVE","OFARRELL ST",,"Excavation","Precision Engineering, Inc.","415-802-6641","PW Various Locations Pavement Renovation No.60 & sewer Replacement (Rebid)","10/24/2024","APPROVED","26398000","0","05/14/2024","06/07/2026",,"415-760-8744 Juan Perez Superintendent","Daniel Brugmann",,"5999439.6196","2112802.84448","37.78132067406","-122.44558381067",,"POINT (-122.44558381066734 37.78132067406349)","POINT (-122.445583811 37.781320674)","Lone Mountain/USF","2","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"25EXC-01248","LYON ST","MARINA BLVD \ MASON ST \ YACHT RD",,"Excavation","Hernandez Engineering","415-509-8114","WW-709R Various Locations Sewer Replacement No.13","03/10/2025","APPROVED","27027000","0","03/12/2025","03/06/2026",,"Roberto Pena 415-760-8662","Gene Chan",,"5998828.14774","2121437.35319","37.8049938113","-122.44832116177",,"POINT (-122.4483211617736 37.80499381130094)","POINT (-122.448321162 37.804993811)","Presidio","2","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"21WR-00046","GLORIA CT","START: 1-99 BLOCK","GENEVA AVE","Wireless","MODUS, INC","415-475-8001",,"06/17/2021","APPROVED","6226000","94112","06/17/2021","03/31/2032","841 GENEVA AVE","Refer to Agent",,,"6000111.11077","2089519.05389","37.71742731854","-122.44158938686",,"POINT (-122.44158938685536 37.71742731854166)","POINT (-122.441589387 37.717427319)","Outer Mission","11","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"16WR-0309","01ST ST","JESSIE ST","01ST ST","Wireless","AT&T Mobility","925-549-9671",,"02/21/2017","APPROVED","102000","94105","02/21/2017","11/30/2027","62 01ST ST","Refer to Agent (925) 549-9671",,,"6013206.09262","2115694.64166","37.79003719765","-122.39816117073",,"POINT (-122.39816117072968 37.79003719765029)","POINT (-122.398161171 37.790037198)","Financial District/South Beach","6","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"18WR-0101","WASHINGTON ST","FILLMORE ST","STEINER ST","Wireless","Verizon Wireless","415-989-1102",,"08/03/2018","ACTIVE","13440000","94115","08/03/2018","05/31/2029","2534 WASHINGTON ST","Refer to Agent","Enyinnaya Nwamu",,"6002580.72328","2116491.18958","37.79162675812","-122.43498100613",,"POINT (-122.43498100613154 37.79162675811569)","POINT (-122.434981006 37.791626758)","Pacific Heights","2","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-02776","25TH ST","DOUGLASS ST",,"Excavation","M Squared Construction","415-661-6902","Jersey St Water Replacement","01/08/2025","ACTIVE","25763000","0","01/09/2025","12/09/2026",,"M Squared Construction 415-661-6902","Kevin Johnson Jr.",,"6001297.89481","2101149.75396","37.74943007632","-122.4383200062",,"POINT (-122.43832000620031 37.7494300763247)","POINT (-122.438320006 37.749430076)","Noe Valley","8","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"19WR-00258","WASHINGTON ST","FRANKLIN ST","GOUGH ST","Wireless","ExteNet Systems (California) LLC","415-377-7826",,"04/24/2020","APPROVED","13434000","94109","04/24/2020","01/31/2031","1900 WASHINGTON ST","Jennifer Banglos, 916-370-5200",,,"6005523.71346","2116898.47715","37.79291172943","-122.4248272666",,"POINT (-122.42482726659642 37.792911729427345)","POINT (-122.424827267 37.792911729)","Pacific Heights","2","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-00238","FOLSOM ST","RAUSCH ST","RODGERS ST","Excavation","Mitchell Engineering. Inc.","415-227-1040","(2955J) PW Folsom Streetscape Project, 0000004297","03/22/2024","APPROVED","5676000","94103","04/01/2024","11/06/2026",,"SFPUC PW Inspector Daniel Brugmann (415) 919-8065. Mitchell Engineering PM, Diana Orozco (415)-535-9674. Mitchell Engineering 24/7 (415) 523 - 7320","Brandon Chan",,"6009906.08615","2110526.4511","37.7756622121","-122.40921411739",,"POINT (-122.4092141173883 37.77566221210335)","POINT (-122.409214117 37.775662212)","South of Market","6","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-04102","02ND AVE","CLEMENT ST","GEARY BLVD","Excavation","Cratus, Inc.","415 425 1204","Geary Boulevard Sewer and Water Improvements Phase 2, WW-743","12/23/2024","ACTIVE","122000","94118","01/02/2025","06/29/2027",,"800-850-1874","Gabriel Howell",,"5995261.03724","2113201.18621","37.7821749695","-122.46006842739",,"POINT (-122.46006842738528 37.782174969495046)","POINT (-122.460068427 37.782174969)","Inner Richmond","1","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-04102","31ST AVE","CLEMENT ST","GEARY BLVD","Excavation","Cratus, Inc.","415 425 1204","Geary Boulevard Sewer and Water Improvements Phase 2, WW-743","12/23/2024","ACTIVE","1680000","94121","01/02/2025","06/29/2027",,"800-850-1874","Gabriel Howell",,"5986245.74264","2112876.45814","37.78076071362","-122.49123295265",,"POINT (-122.49123295265235 37.78076071362342)","POINT (-122.491232953 37.780760714)","Outer Richmond","1","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"23IE-00092","TREASURE ISLAND RD","AVENUE OF THE PALMS \ MACALLA RD","I-80 E OFF RAMP \ I-80 W ON RAMP","StrtImprov","San Francisco County Transportation Authority","4155224800","To reconstruct West Side Bridge per plans from WMH dated 1/20/2023.","04/03/2023","APPROVED","14207000","0","03/31/2023","07/31/2026",,"Refer to Agent",,,"6021034.833","2123188.254","37.81104593887","-122.37159263459",,"POINT (-122.371592634593 37.811045938869945)","POINT (-122.371592635 37.811045939)","Treasure Island","6","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-00647","PRESIDIO AVE","SUTTER ST",,"Excavation","Precision Engineering, Inc.","415-802-6641","PW Various Locations Pavement Renovation No.60 & sewer Replacement (Rebid)","10/24/2024","APPROVED","26839000","0","05/14/2024","06/07/2026",,"415-760-8744 Juan Perez Superintendent","Daniel Brugmann",,"5999271.54333","2113941.78016","37.78443829873","-122.44624722341",,"POINT (-122.44624722341001 37.784438298731075)","POINT (-122.446247223 37.784438299)","Presidio Heights","2","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24IE-00412","SUNRISE WAY","HAHN ST","MALOSI ST","StrtImprov","Sunnydale Phase 3 Infrastructure LLC","415-355-7122","To construct infrastructure improvements for Sunnydale Phase 3 (Phase 1B-1C).","02/21/2025","APPROVED","12272000","94134","11/01/2024","11/01/2026",,"Refer to Agent",,,"6007005.184","2086725.733","37.71014783347","-122.41756184235",,"POINT (-122.41756184234573 37.71014783346878)","POINT (-122.417561842 37.710147833)","Visitacion Valley","10","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-01669","INGALLS ST","INNES AVE \ MIDDLE POINT RD","HARBOR RD","Excavation","Esquivel Grading & Paving, Inc.","4154685700","Hunters point, Central Waterfront, and Potrero Hill Area Streets Pavement Renovation and Sewer Replacement","08/02/2024","APPROVED","7216000","94124","07/22/2024","01/30/2026",,"415-468-5700","Patrick Louie",,"6018102.753","2095106.471","37.73377794558","-122.37978792276",,"POINT (-122.3797879227649 37.73377794558302)","POINT (-122.379787923 37.733777946)","Bayview Hunters Point","10","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"25EXC-01752","LATHROP AVE","TUNNEL AVE","WHEELER AVE","Excavation","Esquivel Grading & Paving, Inc.","415 725 1878","Various Locations Pavement Renovation No.74 and Sewer Replacement","06/13/2025","APPROVED","8160000","94134","06/16/2025","01/01/2027",,"415-468-5700","David Chin",,"6011895.55406","2086920.86093","37.71095756811","-122.4006733447",,"POINT (-122.40067334469796 37.710957568114836)","POINT (-122.400673345 37.710957568)","Bayview Hunters Point","10","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"23IE-00060","ARGUELLO BLVD","CLAY ST","LAKE ST","StrtImprov","McGuire and Hester","202-441-2757","Remove and reconstruct sidewalks, concrete gutter/parking strip, midblock curb ramps and curbs to City Standard and per approved plan. Any additional paving or pavement conforms to adjacent property as directed by City Inspector.   Field inspection is MANDATORY prior to excavation and pouring concrete, call 1-628-271-2000 or email SFPW-bsminspects@sfSFPW.org  to schedule preconstruction site meeting. This permit is in conjunction with MSE, Special Sidewalk Surface and Security Bollard Permits.","05/13/2025","ACTIVE","2416000","94118",,"09/15/2026","2 LAKE ST","Refer to Agent","Geyona Dean",,"5995351.70165","2115102.12149","37.78739964083","-122.4598925156","202202097657","POINT (-122.45989251560088 37.78739964082983)","POINT (-122.459892516 37.787399641)","Inner Richmond","1","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-04102","GEARY BLVD","PARK PRESIDIO BLVD","14TH AVE","Excavation","Cratus, Inc.","415 425 1204","Geary Boulevard Sewer and Water Improvements Phase 2, WW-743","12/23/2024","ACTIVE","6070101","94118","01/02/2025","06/29/2027",,"800-850-1874","Gabriel Howell",,"5991634.619","2112691.965","37.78056755816","-122.47257694397",,"POINT (-122.47257694396733 37.78056755815814)","POINT (-122.472576944 37.780567558)","Outer Richmond","1","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"25EXC-00886","CABRILLO ST","20TH AVE","21ST AVE","Excavation","LC General Engineering & Construction","(415) 699-5875","SIRP 156 - Cabrillo & 20th Ave","03/26/2025","ACTIVE","3487000","94121","02/24/2025","12/31/2026",,"(415) 699-5875",,,"5989587.09036","2110582.46403","37.77465671129","-122.47950585661",,"POINT (-122.47950585661255 37.774656711289374)","POINT (-122.479505857 37.774656711)","Outer Richmond","1","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"07IE-0633","SCOTT ST","GREEN ST","UNION ST","StrtImprov","Joseph Vaccaro & Company","(415) 285-0467","Replace sidewalk and curb per city standards & per NTR# 34820.  Street Space included 20 LF","10/01/2007","ACTIVE","11711000","94123",,,"2856 SCOTT ST",,,,"6001100.92309","2118213.29046","37.79627106341","-122.44022463749",,"POINT (-122.44022463749026 37.79627106340626)","POINT (-122.440224637 37.796271063)","Marina","2","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"06IE-0158","WALLER ST","BUENA VISTA AVE","CENTRAL AVE","StrtImprov","Jane Cee","(415) 882-7261","Reconstruct new sidewalk at various location, exterior concrete stair, level landing to City Standards.  Saw-cut 2' of AC gutter and replace with 2in ACWS on 8in concrete base as directed by the BSM inspector. Include in this SI is Phase II: Curb Ramps that cross Central AvenuePhase III (curbs ramps at intersection Buena Vista West & Central Avenue)","03/27/2009","ACTIVE","13371000","94117",,,"815 BUENA VISTA WEST AVE","Fred Westco 510-750-4418","Steven Noya",,,,"37.76956219","-122.44310262126",,"POINT (-122.44310262125953 37.76956219000199)","POINT (-122.443102621 37.76956219)","Haight Ashbury","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-02776","JERSEY ST","VICKSBURG ST",,"Excavation","M Squared Construction","415-661-6902","Jersey St Water Replacement","01/08/2025","ACTIVE","25646000","0","01/09/2025","12/09/2026",,"M Squared Construction 415-661-6902","Kevin Johnson Jr.","true","6004156.87185","2101600.14911","37.75082895442","-122.4284656873",,"POINT (-122.42846568730158 37.75082895441888)","POINT (-122.428465687 37.750828954)","Noe Valley","8","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"18WR-0237","BAY ST","BRODERICK ST","BAKER ST","Wireless","GTE Mobilnet of California, Limited Partnership","415-989-1102",,"04/19/2019","APPROVED","2794000","94123","04/19/2019","01/31/2030","3260 BAKER ST","Refer to Agent",,,"5999371.45444","2120070.41175","37.80127160529","-122.44634259859",,"POINT (-122.44634259858663 37.80127160528551)","POINT (-122.446342599 37.801271605)","Marina","2","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-02776","26TH ST","DIAMOND ST","DOUGLASS ST","Excavation","M Squared Construction","415-661-6902","Jersey St Water Replacement","01/08/2025","ACTIVE","1540000","94131","01/09/2025","12/09/2026",,"M Squared Construction 415-661-6902","Kevin Johnson Jr.",,"6001645.41453","2100584.41922","37.74789756157","-122.4370778059",,"POINT (-122.43707780590027 37.74789756156693)","POINT (-122.437077806 37.747897562)","Noe Valley","8","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"16WR-0380","03RD ST","OAKDALE AVE",,"Wireless","ExteNet Systems, Inc.","415-377-7826",,"09/20/2017","APPROVED","20659000","94124","09/20/2017","06/30/2028","4701 03RD ST","415-722-1183",,,"6015055.53003","2095648.82936","37.73509857995","-122.39036104967",,"POINT (-122.39036104966665 37.735098579946936)","POINT (-122.39036105 37.73509858)","Bayview Hunters Point","10","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-01436","HERMANN ST","BUCHANAN ST","WEBSTER ST","Excavation","Esquivel Grading & Paving, Inc.","4154685700","Various Locations Pavement Renovation and Sewer Replacement No. 66","05/31/2024","APPROVED","6886000","94102","06/03/2024","01/31/2026",,"415-468-5700","Cyrus Sotoudeh Zanjani",,"6004554.03834","2108776.49263","37.77055595704","-122.42760347423",,"POINT (-122.42760347422623 37.770555957044024)","POINT (-122.427603474 37.770555957)","Hayes Valley","8","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"19WR-00017","BERRY ST","03RD ST","04TH ST","Wireless","Pacific Bell Telephone Company","415-570-0767",,"03/12/2020","APPROVED","2953000","94124","03/12/2020","12/31/2030","2010 SILVER AVE","Refer to Agent",,,"6012136.44761","2095812.28999","37.73538505214","-122.40046490692",,"POINT (-122.40046490691921 37.73538505213631)","POINT (-122.400464907 37.735385052)","Bayview Hunters Point","10","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-04102","STANYAN BLVD","GEARY BLVD","ANZA ST","Excavation","Cratus, Inc.","415 425 1204","Geary Boulevard Sewer and Water Improvements Phase 2, WW-743","12/23/2024","ACTIVE","12076000","94118","01/02/2025","06/29/2027",,"800-850-1874","Gabriel Howell",,"5996381.275","2112617.882","37.78063775313","-122.45615074442",,"POINT (-122.45615074441929 37.78063775312618)","POINT (-122.456150744 37.780637753)","Lone Mountain/USF","2","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"15WR-0606","MONTGOMERY ST","BROADWAY","VALLEJO ST","Wireless","ExteNet Systems, Inc.","415-377-7826",,"04/14/2016","APPROVED","9311000","94133",,"01/31/2027","400 BROADWAY","Nicole Mason 510-468-3802",,,"6011564.95499","2118746.1434","37.79832434305","-122.40405424062",,"POINT (-122.40405424061652 37.79832434305215)","POINT (-122.404054241 37.798324343)","North Beach","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-03385","OAK ST","VAN NESS AVE",,"Excavation","Precision Engineering, Inc.","415-802-6641","Hayes Valley Sewer Improvement","04/18/2025","APPROVED","30705000","0","10/21/2024","12/01/2025",,"Juan Perez (415) 760-8744","Daniel Brugmann",,"6006961.89689","2110499.27444","37.77542220716","-122.41939688834",,"POINT (-122.41939688834393 37.775422207155714)","POINT (-122.419396888 37.775422207)","Tenderloin","6","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"18WR-0096","DIVISADERO ST","UNION ST","FILBERT ST","Wireless","Verizon Wireless","415-989-1102",,"08/24/2018","ACTIVE","4826000","94123","08/24/2018","05/31/2029","2938 DIVISADERO ST","Refer to Agent","Enyinnaya Nwamu",,"6000588.07137","2118406.10752","37.79677127647","-122.44201305246",,"POINT (-122.44201305246402 37.796771276465265)","POINT (-122.442013052 37.796771276)","Marina","2","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-01436","DUNCAN ST","NOE ST",,"Excavation","Esquivel Grading & Paving, Inc.","4154685700","Various Locations Pavement Renovation and Sewer Replacement No. 66","05/31/2024","APPROVED","22013000","0","06/03/2024","01/31/2026",,"415-468-5700","Cyrus Sotoudeh Zanjani",,"6003292.89102","2099796.72602","37.74582824712","-122.43132469055",,"POINT (-122.43132469054771 37.745828247124244)","POINT (-122.431324691 37.745828247)","Noe Valley","8","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-00647","POST ST","PRESIDIO AVE",,"Excavation","Precision Engineering, Inc.","415-802-6641","PW Various Locations Pavement Renovation No.60 & sewer Replacement (Rebid)","10/24/2024","APPROVED","26838000","0","05/14/2024","06/07/2026",,"415-760-8744 Juan Perez Superintendent","Daniel Brugmann",,"5999326.39527","2113602.25562","37.78350918509","-122.44603302602",,"POINT (-122.44603302602407 37.783509185091255)","POINT (-122.446033026 37.783509185)","Presidio Heights","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-01436","CESAR CHAVEZ ST","DIAMOND ST",,"Excavation","Esquivel Grading & Paving, Inc.","4154685700","Various Locations Pavement Renovation and Sewer Replacement No. 66","05/31/2024","APPROVED","22025000","0","06/03/2024","01/31/2026",,"415-468-5700","Cyrus Sotoudeh Zanjani",,"6001975.80304","2100315.83297","37.74717886155","-122.43591612409",,"POINT (-122.43591612409064 37.74717886154899)","POINT (-122.435916124 37.747178862)","Noe Valley","8","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-00647","17TH AVE","RIVERA ST","SANTIAGO ST","Excavation","Precision Engineering, Inc.","415-802-6641","PW Various Locations Pavement Renovation No.60 & sewer Replacement (Rebid)","10/24/2024","APPROVED","767000","94116","05/14/2024","06/07/2026",,"415-760-8744 Juan Perez Superintendent","Daniel Brugmann",,"5991029.73554","2100094.34114","37.74594280647","-122.47375023001",,"POINT (-122.4737502300134 37.74594280646929)","POINT (-122.47375023 37.745942806)","West of Twin Peaks","7","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"23EXC-02930","26TH ST","BRYANT ST",,"Excavation","JMB Construction, Inc.","4158102853","8- And 12-Inch Ductile Iron Water Main Replacement, 16-Inch Earthquake Resistant Ductile Iron Water Main Installation, Sewer Replacement, and Pavement Renovation, from Mariposa Street to Cesar Chavez on York and Hampshire Streets","08/15/2023","APPROVED","21137000","0","08/18/2023","01/11/2026",,"(415) 740-0287","Timothy Nguyen","true","6009824.90203","2101036.57672","37.74960062673","-122.40882527998",,"POINT (-122.40882527998014 37.74960062672779)","POINT (-122.40882528 37.749600627)","Mission","9","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"20IE-00246","04TH AVE","CALIFORNIA ST",,"StrtImprov","Creative Concrete SF","650-290-3486","Remove and reconstruct sidewalk, concrete gutter/parking strip and 10’ driveway curb cut to City Standard and per approved plan. Any additional paving or pavement conforms to adjacent property as directed by City Inspector.   Field inspection is MANDATORY prior to excavation and pouring concrete, call 1-628-271-2000 or email dpw-bsminspects@sfdpw.org  to schedule. This permit is in conjunction with MSE and Vault Permits.","03/20/2025","ACTIVE","27587000","0",,"09/15/2026","4135 CALIFORNIA ST","Refer to Agent","Geyona Dean",,"5994802.00545","2114348.98388","37.78530010032","-122.46173970866","201612275923","POINT (-122.46173970865979 37.78530010031774)","POINT (-122.461739709 37.7853001)","Inner Richmond","1","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"25EXC-01752","LATHROP AVE","TUNNEL AVE",,"Excavation","Esquivel Grading & Paving, Inc.","415 725 1878","Various Locations Pavement Renovation No.74 and Sewer Replacement","06/13/2025","APPROVED","20288000","0","06/16/2025","01/01/2027",,"415-468-5700","David Chin","true","6011783.71221","2086956.85457","37.71105016099","-122.40106242635",,"POINT (-122.40106242634646 37.71105016098688)","POINT (-122.401062426 37.711050161)","Bayview Hunters Point","10","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-04484","CHERRY ST","SACRAMENTO ST","CALIFORNIA ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","Various Locations Pavement Renovation No.67b, Sewer Replacement, and Overhead Contact System Local Isolation","03/04/2025","APPROVED","3938000","94118","02/10/2025","04/15/2026",,"415-799-7043","David Barajas",,"5996243.86079","2114742.72809","37.78646411101","-122.45677984547",,"POINT (-122.45677984546825 37.78646411100959)","POINT (-122.456779845 37.786464111)","Presidio Heights","2","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-03388","LINDEN ST","BUCHANAN ST","WEBSTER ST","Excavation","Esquivel Grading & Paving, Inc.","415-468 5700","Various Locations Pavement Renovation No. 68","03/07/2025","APPROVED","8396001","94102","01/13/2025","07/31/2026",,"415-468-5700","Brian Wong",,"6004293.11475","2110648.75311","37.77568196512","-122.42863949381",,"POINT (-122.4286394938062 37.775681965115716)","POINT (-122.428639494 37.775681965)","Hayes Valley","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"18WR-0040","TURK BLVD","KITTREDGE TER","CHABOT TER","Wireless","AT&T Mobility","650-991-4094",,"07/25/2018","ACTIVE","12745000","94118","07/25/2018","04/30/2029","2739 TURK BLVD","Refer to Agent","Enyinnaya Nwamu",,"5997768.05771","2111604.58026","37.77793498094","-122.45128012289",,"POINT (-122.45128012289108 37.77793498093642)","POINT (-122.451280123 37.777934981)","Lone Mountain/USF","1","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-04102","GEARY BLVD","28TH AVE","29TH AVE","Excavation","Cratus, Inc.","415 425 1204","Geary Boulevard Sewer and Water Improvements Phase 2, WW-743","12/23/2024","ACTIVE","6085201","94121","01/02/2025","06/29/2027",,"800-850-1874","Gabriel Howell",,"5987033.009","2112578.808","37.77998943199","-122.48848757224",,"POINT (-122.48848757224394 37.77998943198848)","POINT (-122.488487572 37.779989432)","Outer Richmond","1","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
